,name,information,totalprice,unitprice
1023,南天一花园 精装 3房2厅 视野开阔 户型方正 诚售,3室2厅 | 106.7平米 | 南 | 精装 | 低楼层(共17层) | 1990年建 | 板楼,13200000,123712
1024,业主诚心卖房 价钱可谈 163平590万,5室2厅 | 163.6平米 | 南 | 精装 | 低楼层(共32层) | 2010年建 | 塔楼,5600000,34230
1025,万象新园2+1房 南山地铁口物业 安静看花园,2室2厅 | 78.46平米 | 西北 | 简装 | 中楼层(共32层) | 2002年建 | 塔楼,5500000,70100
1026,中高楼层 西南西北双朝向 大阳台,2室1厅 | 72.14平米 | 西北 西南 | 精装 | 中楼层(共34层) | 2012年建 | 塔楼,4950000,68617
1027,"后海金融圈，双.地.铁，东南向看海岸城景,标准3房",3室1厅 | 76.4平米 | 东南 | 精装 | 高楼层(共11层) | 2003年建 | 塔楼,7800000,102095
1028,比邻CBD 高层视野开阔 安静景观好 居家过度靚房,2室1厅 | 63.54平米 | 北 | 精装 | 高楼层(共35层) | 2000年建 | 板楼,4350000,68461
1029,金地名峰复式，朝南看花园，满5年唯一税费少,4室2厅 | 89.32平米 | 东南 | 精装 | 中楼层(共32层) | 2014年建 | 板塔结合,3480000,38962
1030,中间楼层 中间栋数 看房方便 业主诚心卖,3室1厅 | 85平米 | 南 | 精装 | 中楼层(共7层) | 1989年建 | 板塔结合,4380000,51530
1031,花语岸 满五唯一 两房一厅中间楼层户型好,2室1厅 | 67.53平米 | 南 | 精装 | 中楼层(共30层) | 2010年建 | 塔楼,3200000,47387
1032,房子满3年，中间楼层，视野开阔，业主诚心出售,2室1厅 | 69.77平米 | 东北 | 精装 | 中楼层(共29层) | 2009年建 | 板塔结合,4060000,58192
1033,银海苑三房高楼层，户型方正，采光好，交通方便,3室2厅 | 80.62平米 | 北 | 精装 | 高楼层(共10层) | 2001年建 | 板塔结合,5100000,63260
1034,国展苑2房，高楼层，满五唯一红本经理强力推荐！,2室2厅 | 50.02平米 | 东北 | 简装 | 高楼层(共35层) | 2002年建 | 塔楼,2100000,41984
1035,精装修，高楼层，东南向，采光好，看灯光秀,3室2厅 | 85.59平米 | 东南 | 精装 | 高楼层(共44层) | 2015年建 | 塔楼,8200000,95806
1036,东方凤雅台南向三房，安静舒适。,3室1厅 | 126.93平米 | 东南 | 简装 | 低楼层(共9层) | 2002年建 | 板楼,6180000,48689
1037,大运新城 改善型三房 南向看花园,3室1厅 | 118.27平米 | 西南 东北 | 精装 | 低楼层(共24层) | 2011年建 | 板塔结合,4600000,38895
1038,桃源村朝南三房适合居住，中间楼层，满五红本在手,3室1厅 | 93.13平米 | 东南 | 简装 | 低楼层(共19层) | 1999年建 | 塔楼,5500000,59058
1039,宝安体育馆旁！精装电梯2房！业主诚售！,2室2厅 | 77.79平米 | 西北 | 精装 | 中楼层(共31层) | 2002年建 | 塔楼,4450000,57206
1040,南山科技园 刚需过度置业 精装两房,2室1厅 | 52平米 | 东北 | 精装 | 中楼层(共17层) | 2010年建 | 板塔结合,3650000,70193
1041,地铁口两房 62平户型方正客厅出阳台 248W可小刀！,2室2厅 | 62.4平米 | 北 | 简装 | 中楼层(共32层) | 2007年建 | 塔楼,2480000,39744
1042,水榭春天三期 精装四房 满五年 朝南看花园 位置安静,4室2厅 | 115.73平米 | 南 | 精装 | 低楼层(共33层) | 2011年建 | 塔楼,9000000,77768
1043,粤宝花园 精装朝南小三房  满五唯一 保养好,3室1厅 | 69.97平米 | 南 | 精装 | 高楼层(共8层) | 2000年建 | 板塔结合,2330000,33300
1044,布吉石芽岭慢城满五年唯一红本大三房税费少东南,3室2厅 | 85.88平米 | 东南 | 精装 | 中楼层(共11层) | 2008年建 | 板塔结合,3900000,45413
1045,双地铁精美一居室 楼层佳采光好看房方便,1室1厅 | 32.12平米 | 东北 | 精装 | 中楼层(共21层) | 2004年建 | 板塔结合,3860000,120175
1046,意馨居 1室0厅 315万,1室0厅 | 38.72平米 | 南 | 简装 | 低楼层(共9层) | 1999年建 | 板塔结合,3150000,81354
1047,泰雅园满五年 红本在手的高楼层两房业主急售,2室1厅 | 68.71平米 | 西北 | 精装 | 中楼层(共17层) | 2006年建 | 板塔结合,2980000,43371
1048,采光充足，花园小区，安静，业主诚意出售,3室2厅 | 108.16平米 | 北 | 精装 | 低楼层(共12层) | 2000年建 | 板塔结合,11000000,101702
1049,蔡屋围 四条地铁物业 三个公园 刚需上车两房,2室1厅 | 57.95平米 | 西北 | 精装 | 中楼层(共31层) | 2001年建 | 板塔结合,3050000,52632
1050,北站商圈 世纪春城四期两房 满五年红本 税费少,2室1厅 | 68.46平米 | 南 | 精装 | 低楼层(共26层) | 2008年建 | 板塔结合,4000000,58429
1051,万象新园 视野朝向好  高楼层   户型方正,3室2厅 | 102.43平米 | 东 | 精装 | 高楼层(共33层) | 2002年建 | 塔楼,6600000,64435
1052,房子满五年唯一住宅 税费少 中高楼层视野无遮挡,4室2厅 | 97.46平米 | 东南 | 精装 | 中楼层(共19层) | 2003年建 | 塔楼,6500000,66695
1053,莲塘繁华地段，精装两房，户型好,3室2厅 | 72.25平米 | 西北 | 精装 | 中楼层(共16层) | 2001年建 | 板塔结合,3650000,50520
1054,业主急售电梯房中间楼层户型靓大阳台采光好,1室1厅 | 41.82平米 | 西北 | 简装 | 中楼层(共19层) | 2003年建 | 塔楼,1380000,32999
1055,"双地铁，户型方正 ,荔园东旁，银湖山景一览无余。",1室1厅 | 36.71平米 | 北 | 精装 | 中楼层(共27层) | 2007年建 | 板塔结合,3040000,82812
1056,地铁口 南北向 精装三房 满五唯一 费用少,3室2厅 | 98.57平米 | 南 北 | 精装 | 高楼层(共6层) | 2000年建 | 板楼,4800000,48697
1057,回龙铺片区 岸上林居 精装大四房 业主急售,4室2厅 | 81.17平米 | 南 | 精装 | 低楼层(共33层) | 2015年建 | 塔楼,3280000,40410
1058,坂田南居家三房，地铁口物业，交通便利，红本满五年,3室2厅 | 78.83平米 | 北 | 精装 | 高楼层(共7层) | 2004年建 | 板塔结合,3700000,46937
1059,天虹楼上正规3房，满五惟一，业主诚售，看房周末方便,3室2厅 | 84平米 | 东北 | 精装 | 低楼层(共31层) | 2012年建 | 塔楼,6200000,73810
1060,南向方正两房，小高层，带电梯，看莲花山山景,2室2厅 | 74.02平米 | 南 | 精装 | 中楼层(共12层) | 2001年建 | 板塔结合,5700000,77007
1061,城市天地广场一房一厅 边户 大阳台，朝南向,1室1厅 | 52.08平米 | 南 | 精装 | 高楼层(共39层) | 2005年建 | 板塔结合,2700000,51844
1062,地铁口物业，高楼层住宅，朝南向旁边荔枝公园,1室0厅 | 31.84平米 | 南 | 简装 | 高楼层(共32层) | 2010年建 | 板塔结合,2240000,70352
1063,满五年唯一税费少，三房去年重新精装修过,3室2厅 | 88.92平米 | 北 | 精装 | 低楼层(共7层) | 1994年建 | 板塔结合,2850000,32052
1064,依山傍水、高校林立、高才生的集中地、大四房,4室2厅 | 123.57平米 | 南 北 | 精装 | 低楼层(共18层) | 2007年建 | 板楼,9600000,77689
1065,布吉慢城片区 中海怡瑞山居 电梯温馨两房,2室1厅 | 66.72平米 | 北 | 精装 | 低楼层(共29层) | 2007年建 | 塔楼,2720000,40768
1066,金海燕  免个税  高楼层  西南向  精装  xi缺放卖,4室1厅 | 127.14平米 | 西南 | 简装 | 高楼层(共16层) | 2000年建 | 板塔结合,10800000,84946
1067,经理推荐小区中间 南北通透3房 一梯两户 采光充足,3室2厅 | 87.96平米 | 南 北 | 简装 | 低楼层(共7层) | 1999年建 | 板塔结合,2980000,33880
1068,塘朗山脚 地铁桃源村站 安静位置 唯一南向 高楼层,3室2厅 | 99.96平米 | 南 | 精装 | 高楼层(共18层) | 2004年建 | 塔楼,7300000,73030
1069,深圳北 民治精装两房 改好2+1  免个税 看房方便,2室2厅 | 73.31平米 | 南 | 精装 | 中楼层(共18层) | 2008年建 | 板塔结合,4200000,57291
1070,振业梅苑 精装二房 看小区 安静 满三年 双线地铁口,2室1厅 | 63.76平米 | 北 | 精装 | 中楼层(共7层) | 1998年建 | 板楼,3650000,57246
1071,华业玫瑰四季二期 一手精装3房,3室2厅 | 90.97平米 | 西南 | 精装 | 低楼层(共26层) | 2017年建 | 塔楼,6400000,70353
1072,房子装修保养不错，看房子方便，业主诚心卖。,3室2厅 | 117.06平米 | 西南 | 简装 | 低楼层(共33层) | 2003年建 | 板塔结合,8200000,70050
1073,龙华地铁口  大信花园   刚需三房   满五唯一红本,3室2厅 | 96.66平米 | 西北 | 精装 | 中楼层(共8层) | 2002年建 | 板塔结合,4100000,42417
1074,三号线翠竹站 高楼层 户型方正 业主诚心卖,2室1厅 | 49.05平米 | 东北 | 简装 | 中楼层(共22层) | 1983年建 | 板塔结合,3400000,69318
1075,新安精装电梯两房急售 高楼层 视野好,2室1厅 | 68.66平米 | 西北 | 精装 | 高楼层(共32层) | 2011年建 | 塔楼,4200000,61171
1076,高层东向一房  近地铁 满五年 视野好  可远眺洪湖公园,1室1厅 | 35.91平米 | 东 | 简装 | 高楼层(共29层) | 2000年建 | 平房,1700000,47341
1077,龙园山庄电梯一房 精装修 满三年 楼层好 税费少,1室1厅 | 41.9平米 | 南 | 精装 | 中楼层(共8层) | 1999年建 | 板塔结合,1550000,36993
1078,业主诚心卖.地铁口进.过渡自住适宜,2室1厅 | 78.8平米 | 南 | 精装 | 低楼层(共30层) | 2003年建 | 板塔结合,2900000,36803
1079,地铁口 成熟的配套 生活便利 正规两房,2室2厅 | 74.63平米 | 西南 | 简装 | 低楼层(共16层) | 2005年建 | 板塔结合,2130000,28541
1080,大金沙改造片区7号线沙尾地铁口金地物业海景房,2室1厅 | 70.45平米 | 南 | 简装 | 高楼层(共33层) | 2010年建 | 板塔结合,5600000,79489
1081,你说的要地铁口 大社区 大面积 带南向的房子就在这,2室2厅 | 79.86平米 | 西南 | 简装 | 低楼层(共10层) | 2001年建 | 塔楼,2850000,35688
1082,中粮澜山 5室2厅 1000万,5室2厅 | 143.15平米 | 东南 | 精装 | 高楼层(共6层) | 2009年建 | 板楼,10000000,69857
1083,慢城精品房源，83平舒适三房，户型方正,3室2厅 | 83平米 | 北 | 精装 | 低楼层(共18层) | 2008年建 | 板塔结合,3280000,39519
1084,双面采光 2个大阳台 地铁口楼上  精装美宅   朝南安静,3室2厅 | 86.77平米 | 东南 | 精装 | 低楼层(共31层) | 2015年建 | 板塔结合,3950000,45523
1085,围合式小区通业花园少有两房户型，正南看小区花园,2室1厅 | 62.25平米 | 南 北 | 精装 | 中楼层(共11层) | 2001年建 | 板塔结合,4580000,73575
1086,西乡小户型，总价低，东南向，采光好,2室2厅 | 47.58平米 | 东南 | 精装 | 中楼层(共24层) | 2017年建 | 板楼,3000000,63052
1087,奥林华府 南北通透四房 高楼层景观好,4室2厅 | 156.28平米 | 南 北 | 精装 | 高楼层(共29层) | 2010年建 | 塔楼,9000000,57589
1088,满五年唯一，免个税，业主诚心出售,2室1厅 | 57.94平米 | 西南 | 精装 | 低楼层(共28层) | 2003年建 | 塔楼,4800000,82845
1089,满五唯一 精装修东南向正规三房,3室1厅 | 76.8平米 | 东南 | 精装 | 低楼层(共33层) | 2003年建 | 板塔结合,5200000,67709
1090,一号线大新站旁，电梯高层 实用一房 看房随时方便,1室1厅 | 51.04平米 | 西 | 简装 | 中楼层(共28层) | 2000年建 | 塔楼,2550000,49961
1091,红本税费少，户型方正，正南实用3房。带独立车库！,3室2厅 | 87.03平米 | 南 | 精装 | 中楼层(共7层) | 2003年建 | 板塔结合,6300000,72389
1092,"新上高层正南向三房,满五唯一,荔园南+红岭,业主诚卖",3室1厅 | 102.86平米 | 南 | 简装 | 中楼层(共22层) | 2005年建 | 塔楼,11800000,114720
1093,布吉丹竹头阳基新天地大三房高楼层位置安静税费少,3室1厅 | 89.24平米 | 东南 | 精装 | 中楼层(共24层) | 2013年建 | 塔楼,2900000,32497
1094,店东强烈推荐，满五唯一，红本在手,1室1厅 | 40.21平米 | 东 南 | 简装 | 中楼层(共7层) | 1994年建 | 板塔结合,2400000,59687
1095,户型方正 采光好，层高3.6米，可做阁楼，东南向,1室1厅 | 35平米 | 东南 | 精装 | 中楼层(共27层) | 2003年建 | 板塔结合,2400000,68572
1096,南向看花园，中间楼层经典三房，满五唯一,3室1厅 | 80.45平米 | 西南 | 精装 | 中楼层(共25层) | 2008年建 | 板塔结合,6590000,81915
1097,可乐园 标准大两房户型实用 羊台山下空气好,2室2厅 | 74.77平米 | 南 北 | 精装 | 高楼层(共5层) | 2008年建 | 板塔结合,2950000,39455
1098,锦上花家园近地铁两房，总价低带空中花园,2室1厅 | 54.17平米 | 西北 | 简装 | 低楼层(共33层) | 2003年建 | 板塔结合,2780000,51320
1099,业主自住精装修两房，保养好满五唯一税费少,2室1厅 | 77.56平米 | 南 | 精装 | 中楼层(共31层) | 2015年建 | 板塔结合,4350000,56086
1100,阳光里雅居 东南朝向 620万,3室1厅 | 57.31平米 | 东南 | 精装 | 中楼层(共31层) | 2013年建 | 塔楼,6200000,108184
1101,华业玫瑰郡满五年满五唯一，朝南看花园，中间楼层精装,3室2厅 | 87.84平米 | 南 | 精装 | 中楼层(共32层) | 2010年建 | 塔楼,3380000,38480
1102,满五唯一，高楼层地铁口，一线海景房,3室2厅 | 122.32平米 | 南 | 简装 | 高楼层(共33层) | 2003年建 | 板塔结合,8600000,70308
1103,桃源居十四区 2室2厅 350万,2室2厅 | 65.07平米 | 南 | 精装 | 中楼层(共8层) | 2002年建 | 塔楼,3500000,53789
1104,兴达华府精装修小两房，空中花园，高楼层东朝向,2室1厅 | 39.41平米 | 东 | 精装 | 高楼层(共29层) | 2009年建 | 板塔结合,2700000,68511
1105,桂芳园三期， 东南朝向 安静，满五唯一，景观好！,2室1厅 | 71.41平米 | 东南 | 精装 | 高楼层(共11层) | 2002年建 | 塔楼,3050000,42712
1106,地铁口金地新小区三房两卫朝南户型看小区花园税费少,3室2厅 | 88.76平米 | 南 | 毛坯 | 低楼层(共32层) | 2016年建 | 塔楼,3500000,39433
1107,此房满五年唯一 看山景 近双地铁5号 13号 2010年房龄,2室2厅 | 81.16平米 | 西北 | 精装 | 中楼层(共30层) | 2011年建 | 塔楼,5150000,63455
1108,房子2房改3房  装修超好  满5年  拎包入住,3室2厅 | 90.37平米 | 北 | 精装 | 低楼层(共32层) | 1997年建 | 塔楼,5200000,57542
1109,宝能悦澜山 精装四房 满五唯一 前后双阳台通透户型,4室2厅 | 89.81平米 | 东 | 精装 | 低楼层(共30层) | 2014年建 | 板塔结合,3950000,43982
1110,精装三房， 红本在手， 看房方便,3室1厅 | 88.5平米 | 南 | 精装 | 低楼层(共31层) | 2015年建 | 板塔结合,5700000,64407
1111,峰度天下东南向三房改成两房，户型方正实用，视野开阔,2室2厅 | 88.44平米 | 东南 | 精装 | 高楼层(共29层) | 2010年建 | 板塔结合,4650000,52579
1112,布吉中心花园 1室1厅 195万,1室1厅 | 43.05平米 | 东 | 简装 | 中楼层(共28层) | 2005年建 | 板塔结合,1950000,45297
1113,蔡屋围精装一房，户型方正，配套成熟,1室0厅 | 31.11平米 | 南 | 简装 | 低楼层(共32层) | 2010年建 | 板塔结合,2200000,70717
1114,星航华府 2室1厅 430万,2室1厅 | 76平米 | 西北 | 精装 | 中楼层(共32层) | 2015年建 | 板塔结合,4300000,56579
1115,坪山体育馆旁 满2年 金地品牌物业,3室2厅 | 89.84平米 | 南 | 毛坯 | 高楼层(共32层) | 2014年建 | 塔楼,2950000,32837
1116,丹竹头地铁口物业，户型方正朝南，刚需上车盘，好看房,2室2厅 | 59.23平米 | 东南 | 简装 | 中楼层(共7层) | 2001年建 | 板塔结合,2280000,38495
1117,京基东方都会一房，精装近交通便利近地铁。,1室1厅 | 35.06平米 | 北 | 精装 | 高楼层(共32层) | 2004年建 | 板塔结合,1820000,51912
1118,店长主推房源，540万98平三房 楼下就的11号线南山站,3室2厅 | 97.06平米 | 南 | 简装 | 中楼层(共23层) | 1995年建 | 板塔结合,5400000,55636
1119,双地铁口少有放卖大四房 视野无遮挡 满五唯一 急售,4室2厅 | 108.94平米 | 西南 | 简装 | 高楼层(共18层) | 2003年建 | 板塔结合,9200000,84451
1120,蓝湾半岛三房  户型方正客厅出阳台  停车方便,3室1厅 | 128.81平米 | 南 西南 | 精装 | 低楼层(共33层) | 2003年建 | 板塔结合,9080000,70492
1121,骏庭名园三地铁口邻kkmall荔枝公园刚需两房,2室1厅 | 57.95平米 | 西北 | 简装 | 高楼层(共31层) | 1999年建 | 板塔结合,3080000,53150
1122,大芬地铁口200米小区，南北通.大两房，业主急售，,2室1厅 | 66.28平米 | 西北 | 精装 | 低楼层(共7层) | 2001年建 | 板楼,2430000,36663
1123,满五唯一税费少，高层采光充足。,3室1厅 | 88.5平米 | 西 | 精装 | 中楼层(共29层) | 1995年建 | 塔楼,4650000,52543
1124,地铁口、5年唯一、精装、松家私家电、业主诚意出售,3室1厅 | 97平米 | 东南 | 精装 | 高楼层(共7层) | 2002年建 | 塔楼,5480000,56495
1125,业主自住精装，诚心出售看房方便,2室1厅 | 66.18平米 | 北 | 精装 | 低楼层(共31层) | 2005年建 | 板塔结合,3300000,49865
1126,地铁口700米，满五唯一，精装修，经典三房，南向,3室2厅 | 75.45平米 | 东南 | 精装 | 低楼层(共26层) | 2010年建 | 塔楼,3550000,47052
1127,位置好，安静，采光好，视野好通风好孩子上下学方便,3室2厅 | 92.23平米 | 东南 | 精装 | 中楼层(共25层) | 2002年建 | 塔楼,7500000,81319
1128,西荟城三房 东南朝向  满两年,3室2厅 | 86.6平米 | 东南 | 毛坯 | 低楼层(共31层)  | 塔楼,4650000,53696
1129,双地铁口，3米7高厅出阳台，满五唯一 | 青青子衿！,3室2厅 | 79.32平米 | 东北 | 精装 | 高楼层(共11层) | 2005年建 | 塔楼,4800000,60515
1130,金御半山次新房，税费较少，业主诚心出售！,4室1厅 | 89.41平米 | 东南 | 精装 | 中楼层(共33层) | 2015年建 | 板塔结合,6380000,71357
1131,此房满五年，电梯2房，楼层好，采光好，业主诚心出售,2室2厅 | 57.04平米 | 东南 | 简装 | 中楼层(共33层) | 1997年建 | 板塔结合,1870000,32785
1132,双地铁口物业 大小区 正规两房 满五年 看房方便,2室1厅 | 69.65平米 | 东北 | 简装 | 低楼层(共16层) | 2007年建 | 板塔结合,5500000,78967
1133,学子荔园 1室0厅 210万,1室0厅 | 30.13平米 | 南 | 简装 | 中楼层(共7层) | 2006年建 | 板楼,2100000,69698
1134,地铁口2房，背靠振能，位置安静，价格有空间,2室1厅 | 69.44平米 | 南 | 毛坯 | 高楼层(共33层) | 2015年建 | 板塔结合,3000000,43203
1135,厅出阳台转角大阳台看花园，使用率高，诚心出售。,3室2厅 | 87.07平米 | 南 北 | 精装 | 中楼层(共31层) | 2010年建 | 塔楼,6000000,68911
1136,地铁口物业，精装修小两房，光线好，税费少,2室1厅 | 41.34平米 | 南 北 | 精装 | 中楼层(共8层) | 1997年建 | 板楼,2700000,65313
1137,地铁七号线龙井站 电梯三房 格局方正,3室2厅 | 77.59平米 | 东南 | 简装 | 中楼层(共15层) | 2011年建 | 塔楼,5600000,72175
1138,合正荣悦5栋精装三房，通透户型，高楼层视野开阔,3室2厅 | 86.66平米 | 西南 | 精装 | 高楼层(共51层) | 2014年建 | 板塔结合,9600000,110778
1139,145平4房 采光视野好 户型方正 安静视野好,4室1厅 | 145平米 | 南 | 精装 | 低楼层(共22层) | 2003年建 | 塔楼,17800000,122759
1140,高楼层、东南向、有一层面积不计面积；通风采光好,2室2厅 | 43平米 | 北 | 精装 | 高楼层(共15层) | 2004年建 | 板塔结合,3400000,79070
1141,大世纪水山缘2房+1房，精装修，满五红本,2室1厅 | 67.12平米 | 西北 | 精装 | 中楼层(共11层) | 2005年建 | 塔楼,2750000,40972
1142,户型方正居住舒适，正南朝向，有大阳台,1室1厅 | 45.73平米 | 南 | 简装 | 低楼层(共32层) | 2006年建 | 板塔结合,3650000,79817
1143,英郡年华3房 带3个阳台 南向看后山 地铁口 落地飘窗,3室2厅 | 99.41平米 | 南 | 简装 | 低楼层(共18层) | 2006年建 | 塔楼,3950000,39735
1144,优质两房，看小区花园，安静舒适,2室1厅 | 56.71平米 | 北 | 简装 | 中楼层(共9层) | 2002年建 | 板楼,2920000,51491
1145,可园红本大三房，近百鸽笼地铁、万象汇商城。,3室2厅 | 112.99平米 | 东 | 简装 | 高楼层(共24层) | 2008年建 | 板楼,5400000,47792
1146,风和日丽大三房，满五唯一红本，采光视野好,3室2厅 | 90.8平米 | 南 | 简装 | 中楼层(共8层) | 2002年建 | 塔楼,3820000,42071
1147,来座山景观楼层 朝南看石芽岭公园 双阳台看房方便急卖,4室2厅 | 89.4平米 | 南 | 精装 | 中楼层(共32层) | 2011年建 | 板塔结合,6200000,69352
1148,南向，高层，户型方正，使用率高,3室1厅 | 80.4平米 | 南 | 精装 | 高楼层(共32层) | 2003年建 | 板塔结合,5100000,63433
1149,此房满五唯一，红本在手，税费少,1室1厅 | 43.85平米 | 东南 | 精装 | 中楼层(共31层) | 2008年建 | 塔楼,2800000,63855
1150,星河银湖谷 地铁口 华南师范  业主诚心出售,4室1厅 | 87.61平米 | 西南 | 精装 | 中楼层(共48层) | 2016年建 | 塔楼,6980000,79672
1151,华联花园 3室1厅 499万,3室1厅 | 61.6平米 | 北 | 简装 | 10层 | 1994年建 | 板楼,4990000,81007
1152,经理力荐《业主诚心出售》满五年唯一税少、精装,3室1厅 | 89.17平米 | 东 | 精装 | 高楼层(共24层) | 2008年建 | 塔楼,4160000,46653
1153,君临海域 2室1厅 275万,2室1厅 | 62.7平米 | 东南 | 简装 | 低楼层(共31层) | 2015年建 | 塔楼,2750000,43860
1154,深业东岭 精装修 黄贝岭地铁站,1室1厅 | 44.71平米 | 东南 | 精装 | 低楼层(共41层) | 2017年建 | 板楼,3000000,67100
1155,和平广场 东北向三房 满五税费少 居家精装入住,3室2厅 | 83.54平米 | 东北 | 精装 | 低楼层(共34层) | 2000年建 | 板塔结合,4200000,50276
1156,龙岗的居中位置，万科广场，世贸百货，吉祥地铁站,3室1厅 | 67.82平米 | 西北 | 精装 | 高楼层(共11层) | 2003年建 | 板塔结合,2700000,39812
1157,前海蛇口自贸区地铁口大南山脚下 红本大三房诚心出售,3室1厅 | 99.29平米 | 西南 东北 | 简装 | 低楼层(共32层) | 2002年建 | 塔楼,6200000,62444
1158,业主诚心，满五年唯一，购物读书都方便。,2室1厅 | 63.54平米 | 南 | 精装 | 中楼层(共7层) | 2002年建 | 板楼,2850000,44854
1159,南海玫瑰花园二期 高楼层看全海景 有大花园红本满5,3室2厅 | 127.81平米 | 南 | 精装 | 高楼层(共18层) | 2005年建 | 板楼,14410000,112746
1160,颐合花园  正规三房  满五年  红本在手,3室2厅 | 87.52平米 | 东南 | 精装 | 中楼层(共8层) | 2000年建 | 板塔结合,3680000,42048
1161,房子满五唯一 税少 南朝向中高层 看花园安静 视野开阔,3室2厅 | 85.57平米 | 南 | 精装 | 中楼层(共30层) | 2012年建 | 板塔结合,6580000,76897
1162,七街公馆东南向两房福外本部红本在手业主诚心卖,2室2厅 | 59.81平米 | 东南 | 精装 | 低楼层(共33层) | 2010年建 | 板塔结合,3800000,63535
1163,厅出大阳台看花园东南向，满五唯一，11号线地铁口。,3室2厅 | 79.51平米 | 东南 | 精装 | 中楼层(共25层) | 2008年建 | 板塔结合,6500000,81751
1164,宝田雅苑，正规的单房，东北向。,1室0厅 | 32平米 | 东北 | 精装 | 高楼层(共17层) | 2010年建 | 塔楼,2050000,64063
1165,正规标准大三房  住家装修 业主城售,3室2厅 | 94.8平米 | 东南 | 简装 | 中楼层(共7层) | 1998年建 | 板楼,4450000,46941
1166,龙华地铁口 精装两房 满五年 红本在手 交通便利,2室1厅 | 57.64平米 | 东南 | 精装 | 低楼层(共13层) | 2006年建 | 板塔结合,3050000,52915
1167,天健现代城 南北通透大四房 安静望花园,4室2厅 | 127.84平米 | 南 北 | 简装 | 低楼层(共18层) | 2007年建 | 板塔结合,5600000,43805
1168,精致三房急卖！！！满五唯一税费少，实用面积大。,3室2厅 | 118.61平米 | 东南 | 简装 | 低楼层(共24层) | 2008年建 | 板塔结合,5600000,47214
1169,满五唯一，精装修保养好，高楼层采光好，朝南看花园,3室1厅 | 88.44平米 | 南 | 精装 | 高楼层(共26层) | 2011年建 | 板塔结合,3300000,37314
1170,采光通风好 东南向。采光通风好，视野开阔！,4室1厅 | 171.4平米 | 南 | 精装 | 中楼层(共18层) | 2005年建 | 塔楼,13500000,78764
1171,西南看花园 精装拎包住 小区环境好 户型方正 1号线,4室2厅 | 121.77平米 | 西南 | 精装 | 低楼层(共14层) | 2003年建 | 板塔结合,7560000,62085
1172,13年次新房，使用率超高4房，业主诚心出售,4室1厅 | 83.52平米 | 南 北 | 精装 | 低楼层(共32层) | 2012年建 | 塔楼,7450000,89201
1173,房子满3年，不是唯一住房，户型方正，业主诚心放卖,2室2厅 | 73.08平米 | 西 | 精装 | 中楼层(共18层) | 2004年建 | 塔楼,5900000,80734
1174,星桂园花园社区标准边户两房，业主诚意急售，,2室1厅 | 58.24平米 | 东南 西北 | 简装 | 低楼层(共20层) | 2004年建 | 板塔结合,3650000,62672
1175,金庸阁一期 2室1厅 310万,2室1厅 | 76平米 | 东 | 简装 | 中楼层(共7层) | 1999年建 | 板塔结合,3100000,40790
1176,银信精装3房，保养好，东南向，业主诚心出售，,3室1厅 | 72.67平米 | 西南 | 精装 | 中楼层(共30层) | 2016年建 | 塔楼,3600000,49540
1177,前几年刚装修的，东南朝向，安静,2室1厅 | 65.99平米 | 东南 | 精装 | 中楼层(共32层) | 2003年建 | 塔楼,6650000,100773
1178,此房满二年精装修大五房，看花园朝南向,5室2厅 | 123.96平米 | 南 | 精装 | 中楼层(共25层) | 2014年建 | 板塔结合,5500000,44370
1179,西海明珠经典单间 看荔香公园 可成1-1-1-1,1室0厅 | 38.65平米 | 西北 | 精装 | 高楼层(共25层) | 2004年建 | 塔楼,3400000,87969
1180,精装修宝珠好三房，近地铁口，拎包入住,3室1厅 | 118平米 | 南 东 | 精装 | 中楼层(共11层) | 2000年建 | 塔楼,7900000,66950
1181,时代华庭东南向三房 满五年 近莲花山 福田高铁站,3室1厅 | 108.22平米 | 东南 | 简装 | 中楼层(共30层) | 2000年建 | 板塔结合,6800000,62835
1182,精装两房诚心出售  户型方正 采光通风好 车位充足,2室1厅 | 56.02平米 | 西南 | 精装 | 低楼层(共32层) | 2015年建 | 板塔结合,2700000,48198
1183,房子满二年，下错户型，通风采光好,2室1厅 | 31.93平米 | 西北 | 精装 | 高楼层(共15层) | 2004年建 | 板塔结合,2730000,85500
1184,满二，看花园，安静中间楼层，精装自住，诚售！,2室1厅 | 64.5平米 | 东南 | 精装 | 低楼层(共32层) | 2017年建 | 塔楼,3900000,60466
1185,怀德公园，精装修三房.拎包入住,3室2厅 | 87.72平米 | 南 | 精装 | 高楼层(共26层) | 2016年建 | 塔楼,5000000,57000
1186,地铁口物业  天俊大厦 一房一厅 诚心放卖,1室1厅 | 38.92平米 | 北 | 简装 | 高楼层(共26层) | 2005年建 | 板塔结合,1730000,44451
1187,满五唯一红本在手，看房方便，业主诚心出售,3室1厅 | 97.92平米 | 东北 | 简装 | 低楼层(共9层) | 1998年建 | 板楼,4700000,47999
1188,2015次新盘香蜜苑，大花园高实用四房，高层少有放盘,4室2厅 | 125.09平米 | 南 | 精装 | 高楼层(共33层) | 2014年建 | 塔楼,17500000,139900
1189,友邻公寓 2室2厅 565万,2室2厅 | 57.87平米 | 南 | 精装 | 30层 | 2006年建 | 塔楼,5650000,97633
