No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,avg
42338,2014,10,31,1,3,178,NA,NA,232,9,87,1022,11,cv,0.89,0,0,205
42339,2014,10,31,2,3,178,NA,NA,223,8,76,1022,12,NE,0.89,0,0,200.5
42340,2014,10,31,3,3,177,NA,NA,229,9,87,1022,11,NW,0.89,0,0,203
42341,2014,10,31,4,3,175,NA,NA,206,9,87,1021,11,SE,0.89,0,0,190.5
42342,2014,10,31,5,3,161,NA,NA,194,9,87,1021,11,NW,0.89,0,0,177.5
42343,2014,10,31,6,3,175,NA,NA,211,9,87,1021,11,cv,0.89,0,0,193
42344,2014,10,31,7,3,184,NA,NA,225,9,81,1021,12,NE,0.89,0,0,204.5
42345,2014,10,31,8,3,120,NA,215,169,10,87,1022,12,NE,1.78,0,0,168
42346,2014,10,31,9,3,108,NA,148,144,10,76,1022,14,cv,0.89,0,0,133.3333333
42347,2014,10,31,10,3,111,NA,142,150,10,76,1022,14,cv,2.68,0,0,134.3333333
42348,2014,10,31,11,3,117,NA,142,144,10,76,1021,14,cv,3.57,0,0,134.3333333
42349,2014,10,31,12,3,122,180,142,143,10,72,1021,15,SE,1.79,0,0,146.75
42350,2014,10,31,13,3,120,156,143,143,10,72,1020,15,SE,3.58,0,0,140.5
42351,2014,10,31,14,3,113,162,144,145,10,72,1019,15,SE,5.37,0,0,141
42352,2014,10,31,15,3,113,169,162,152,9,67,1019,15,SE,7.16,0,0,149
42353,2014,10,31,16,3,127,190,165,165,9,67,1019,15,SE,8.95,0,0,161.75
42354,2014,10,31,17,3,144,211,183,176,10,76,1018,14,cv,0.89,0,0,178.5
42355,2014,10,31,18,3,155,233,203,209,9,71,1019,14,cv,1.78,0,0,200
42356,2014,10,31,19,3,169,252,223,224,9,76,1019,13,cv,2.67,0,0,217
42357,2014,10,31,20,3,176,251,224,200,10,81,1019,13,cv,3.56,0,0,212.75
42358,2014,10,31,21,3,176,244,205,188,10,76,1020,14,SE,1.79,0,0,203.25
42359,2014,10,31,22,3,179,268,198,184,10,76,1020,14,SE,4.92,0,0,207.25
42360,2014,10,31,23,3,220,239,183,180,10,81,1019,13,SE,6.71,0,0,205.5
42361,2014,11,1,0,3,217,225,179,189,10,81,1019,13,NW,1.79,0,0,202.5
42362,2014,11,1,1,3,202,204,189,215,8,93,1019,9,cv,0.89,0,0,202.5
42363,2014,11,1,2,3,188,169,196,180,8,93,1019,9,cv,1.34,0,0,183.25
42364,2014,11,1,3,3,181,87,135,81,8,100,1019,8,NW,1.79,0,0,121
42365,2014,11,1,4,3,173,59,96,78,6,100,1019,6,cv,0.89,0,0,101.5
42366,2014,11,1,5,3,81,42,68,24,4,100,1019,4,NW,1.79,0,0,53.75
42367,2014,11,1,6,3,30,36,38,26,5,93,1019,6,NE,0.89,0,0,32.5
42368,2014,11,1,7,3,28,31,32,29,5,100,1020,5,cv,0.89,0,0,30
42369,2014,11,1,8,3,25,32,27,22,6,87,1020,8,cv,1.78,0,0,26.5
42370,2014,11,1,9,3,13,19,25,14,6,71,1020,11,cv,2.67,0,0,17.75
42371,2014,11,1,10,3,6,18,15,11,2,44,1021,14,NW,4.92,0,0,12.5
42372,2014,11,1,11,3,3,14,14,12,-2,30,1020,15,NW,12.97,0,0,10.75
42373,2014,11,1,12,3,6,19,14,11,-6,22,1020,15,NW,20.12,0,0,12.5
42374,2014,11,1,13,3,4,9,17,13,-6,22,1019,15,NW,25.93,0,0,10.75
42375,2014,11,1,14,3,3,13,16,12,-7,19,1018,16,NW,31.74,0,0,11
42376,2014,11,1,15,3,3,14,8,9,-7,19,1018,16,NW,37.55,0,0,8.5
42377,2014,11,1,16,3,3,10,6,10,-9,18,1018,15,NW,44.7,0,0,7.25
42378,2014,11,1,17,3,5,14,11,10,-8,19,1018,15,NW,50.51,0,0,10
42379,2014,11,1,18,3,10,16,15,15,-7,22,1018,14,NW,56.32,0,0,14
42380,2014,11,1,19,3,10,20,19,18,-6,24,1019,14,NW,61.24,0,0,16.75
42381,2014,11,1,20,3,12,16,17,18,-5,26,1019,14,NW,65.26,0,0,15.75
42382,2014,11,1,21,3,3,17,14,14,-5,28,1020,13,NW,69.28,0,0,12
42383,2014,11,1,22,3,4,13,16,16,-7,24,1021,13,NW,77.33,0,0,12.25
42384,2014,11,1,23,3,3,12,8,10,-8,23,1021,12,NW,88.51,0,0,8.25
42385,2014,11,2,0,3,3,8,6,9,-10,21,1022,11,NW,98.34,0,0,6.5
42386,2014,11,2,1,3,3,4,3,6,-10,23,1022,10,NW,106.39,0,0,4
42387,2014,11,2,2,3,3,5,3,8,-11,21,1022,10,NW,113.54,0,0,4.75
42388,2014,11,2,3,3,3,4,4,6,-12,21,1022,9,NW,120.69,0,0,4.25
42389,2014,11,2,4,3,3,4,6,3,-11,23,1022,9,NW,130.52,0,0,4
42390,2014,11,2,5,3,3,5,10,2,-11,23,1023,9,NW,138.57,0,0,5
42391,2014,11,2,6,3,3,6,6,8,-10,26,1023,8,NW,147.51,0,0,5.75
42392,2014,11,2,7,3,3,6,8,8,-9,26,1024,9,NW,153.32,0,0,6.25
42393,2014,11,2,8,3,3,8,10,7,-8,27,1025,10,NW,159.13,0,0,7
42394,2014,11,2,9,3,3,7,3,6,-9,23,1026,11,NW,164.05,0,0,4.75
42395,2014,11,2,10,3,3,10,3,8,-10,21,1025,11,NW,171.2,0,0,6
42396,2014,11,2,11,3,4,8,14,6,-10,20,1025,12,NW,177.01,0,0,8
42397,2014,11,2,12,3,4,12,3,9,-10,17,1024,14,NW,184.16,0,0,7
42398,2014,11,2,13,3,5,14,3,8,-12,15,1023,14,NW,193.99,0,0,7.5
42399,2014,11,2,14,3,3,10,8,7,-12,15,1022,14,NW,202.93,0,0,7
42400,2014,11,2,15,3,4,8,4,10,-12,14,1022,15,NW,210.08,0,0,6.5
42401,2014,11,2,16,3,3,8,7,10,-12,14,1022,15,NW,218.13,0,0,7
42402,2014,11,2,17,3,3,8,7,11,-12,15,1022,14,NW,223.94,0,0,7.25
42403,2014,11,2,18,3,6,11,7,10,-11,17,1022,13,NW,229.75,0,0,8.5
42404,2014,11,2,19,3,3,10,11,7,-11,18,1022,12,NW,234.67,0,0,7.75
42405,2014,11,2,20,3,5,9,12,8,-11,18,1022,12,NW,238.69,0,0,8.5
42406,2014,11,2,21,3,5,12,7,7,-7,33,1023,8,NW,240.48,0,0,7.75
42407,2014,11,2,22,3,NA,NA,NA,10,-5,48,1022,5,cv,0.89,0,0,10
42408,2014,11,2,23,3,NA,NA,12,17,-4,52,1022,5,cv,1.78,0,0,14.5
42409,2014,11,3,0,3,15,25,21,22,-3,64,1022,3,cv,2.67,0,0,20.75
42410,2014,11,3,1,3,19,27,29,28,-3,64,1022,3,cv,3.12,0,0,25.75
42411,2014,11,3,2,3,26,31,26,28,-5,51,1022,4,cv,4.91,0,0,27.75
42412,2014,11,3,3,3,23,39,28,26,-3,64,1022,3,NE,0.89,0,0,29
42413,2014,11,3,4,3,24,29,31,25,-3,64,1022,3,cv,0.45,0,0,27.25
42414,2014,11,3,5,3,21,40,28,20,-4,69,1022,1,NW,3.13,0,0,27.25
42415,2014,11,3,6,3,17,35,21,11,-3,80,1022,0,cv,0.89,0,0,21
42416,2014,11,3,7,3,30,38,36,28,-3,80,1022,0,cv,1.78,0,0,33
42417,2014,11,3,8,3,42,49,37,39,-1,65,1023,5,SE,1.79,0,0,41.75
42418,2014,11,3,9,3,32,62,45,38,-4,37,1023,10,cv,0.89,0,0,44.25
42419,2014,11,3,10,3,16,26,23,14,-6,26,1022,13,NW,1.79,0,0,19.75
42420,2014,11,3,11,3,6,19,17,11,-5,24,1022,15,cv,1.79,0,0,13.25
42421,2014,11,3,12,3,9,26,23,18,-5,21,1021,17,cv,3.58,0,0,19
42422,2014,11,3,13,3,8,23,24,8,-7,17,1019,18,SE,3.13,0,0,15.75
42423,2014,11,3,14,3,4,19,17,10,-8,15,1018,19,SE,6.26,0,0,12.5
42424,2014,11,3,15,3,3,13,13,10,-8,15,1018,20,SE,9.39,0,0,9.75
42425,2014,11,3,16,3,9,12,14,11,-8,15,1018,20,SE,12.52,NA,NA,11.5
42426,2014,11,3,17,3,NA,NA,NA,23,-8,15,1018,20,SE,15.65,0,0,23
42427,2014,11,3,18,3,NA,NA,NA,34,-8,15,1018,20,SE,18.78,0,0,34
42428,2014,11,3,19,3,37,41,41,40,-5,35,1018,14.66666667,cv,0.89,0,0,39.75
42429,2014,11,3,20,3,39,43,43,43,1,55,1018,9.333333333,cv,1.78,0,0,42
42430,2014,11,3,21,3,39,47,46,48,0,75,1017,4,cv,2.67,0,0,45
42431,2014,11,3,22,3,45,56,53,57,0,75,1017,4,cv,3.56,0,0,52.75
42432,2014,11,3,23,3,51,66,62,61,0,75,1017,4,cv,4.45,0,0,60
42433,2014,11,4,0,3,62,68,65,60,0,75,1017,4,cv,5.34,0,0,63.75
42434,2014,11,4,1,3,59,69,71,68,0,75,1017,4,cv,6.23,0,0,66.75
42435,2014,11,4,2,3,62,74,81,76,-1,80,1017,2,NE,1.79,0,0,73.25
42436,2014,11,4,3,3,55,82,75,72,0,86,1016,2,NE,2.68,0,0,71
42437,2014,11,4,4,3,51,90,73,80,0,86,1016,2,cv,0.45,0,0,73.5
42438,2014,11,4,5,3,57,101,84,80,0,93,1016,1,cv,0.9,NA,NA,80.5
42439,2014,11,4,6,3,62,107,92,66,-1,86,1016,1,cv,1.79,0,0,81.75
42440,2014,11,4,7,3,55,99,87,64,0,93,1016,1,cv,2.68,0,0,76.25
42441,2014,11,4,8,3,54,96,79,85,1,86,1017,3,NE,0.89,0,0,78.5
42442,2014,11,4,9,3,68,109,95,96,0,60,1017,7,cv,0.89,0,0,92
42443,2014,11,4,10,3,77,121,113,109,-1,46,1017,10,SE,1.79,0,0,105
42444,2014,11,4,11,3,90,145,129,118,-1,43,1017,11,SE,3.58,0,0,120.5
42445,2014,11,4,12,3,107,165,142,141,0,40,1016,13,SE,5.37,0,0,138.75
42446,2014,11,4,13,3,133,181,166,159,-1,35,1015,14,SE,8.5,0,0,159.75
42447,2014,11,4,14,3,129,178,159,153,-1,33,1014,15,SE,12.52,0,0,154.75
42448,2014,11,4,15,3,131,184,166,153,0,35,1014,15,cv,3.13,0,0,158.5
42449,2014,11,4,16,3,133,176,153,152,0,35,1013,15,SE,4.02,0,0,153.5
42450,2014,11,4,17,3,130,163,156,157,1,46,1013,12,cv,0.45,0,0,151.5
42451,2014,11,4,18,3,148,170,165,159,3,70,1014,8,cv,1.34,0,0,160.5
42452,2014,11,4,19,3,157,185,172,196,3,75,1015,7,cv,2.23,0,0,177.5
42453,2014,11,4,20,3,174,210,177,208,3,81,1015,6,NE,0.89,0,0,192.25
42454,2014,11,4,21,3,167,225,211,215,3,86,1015,5,cv,0.89,0,0,204.5
42455,2014,11,4,22,3,206,240,235,255,2,80,1016,5,cv,1.78,0,0,234
42456,2014,11,4,23,3,246,265,237,239,2,86,1016,4,cv,2.67,0,0,246.75
42457,2014,11,5,0,3,200,269,231,232,1,80,1016,4,NW,3.13,0,0,233
42458,2014,11,5,1,3,193,273,226,210,1,80,1016,4,cv,0.89,0,0,225.5
42459,2014,11,5,2,3,169,247,216,184,2,93,1017,3,NE,1.79,0,0,204
42460,2014,11,5,3,3,160,221,192,174,0,80,1016,3,NW,4.02,0,0,186.75
42461,2014,11,5,4,3,152,213,176,164,0,75,1016,4,cv,0.89,0,0,176.25
42462,2014,11,5,5,3,125,197,168,147,-1,80,1016,2,NW,1.79,0,0,159.25
42463,2014,11,5,6,3,69,202,125,98,-1,74,1016,3,NW,4.92,0,0,123.5
42464,2014,11,5,7,3,27,203,126,136,-1,74,1017,3,NW,6.71,0,0,123
42465,2014,11,5,8,3,22,188,128,137,2,80,1018,5,NW,8.5,0,0,118.75
42466,2014,11,5,9,3,18,125,73,90,3,61,1018,10,NW,10.29,0,0,76.5
42467,2014,11,5,10,3,3,44,38,14,-2,33,1018,14,cv,0.89,0,0,24.75
42468,2014,11,5,11,3,5,15,4,8,-4,23,1018,17,NW,1.79,0,0,8
42469,2014,11,5,12,3,4,13,15,8,-8,15,1017,19,NW,7.6,0,0,10
42470,2014,11,5,13,3,4,12,4,11,-8,14,1016,20,NW,14.75,0,0,7.75
42471,2014,11,5,14,3,4,12,4,9,-9,13,1016,20,NW,22.8,0,0,7.25
42472,2014,11,5,15,3,3,9,8,6,-8,14,1016,20,NW,29.95,0,0,6.5
42473,2014,11,5,16,3,3,8,8,6,-8,14,1016,20,NW,37.1,0,0,6.25
42474,2014,11,5,17,3,7,9,11,10,-8,15,1016,19,NW,41.12,0,0,9.25
42475,2014,11,5,18,3,4,10,8,10,-8,16,1017,18,NW,46.93,0,0,8
42476,2014,11,5,19,3,4,11,8,7,-5,24,1019,15,NW,50.95,0,0,7.5
42477,2014,11,5,20,3,3,9,10,6,-7,24,1020,13,NE,4.02,0,0,7
42478,2014,11,5,21,3,3,5,4,5,-7,22,1022,14,NW,4.92,0,0,4.25
42479,2014,11,5,22,3,3,9,4,6,-6,31,1023,10,NW,8.05,0,0,5.5
42480,2014,11,5,23,3,3,5,4,4,-7,36,1024,7,NE,1.79,0,0,4
42481,2014,11,6,0,3,3,3,5,5,-7,36,1025,7,NW,4.02,0,0,4
42482,2014,11,6,1,3,3,4,5,4,-7,41,1025,5,NW,8.04,0,0,4
42483,2014,11,6,2,3,3,3,7,3,-8,33,1026,7,NW,9.83,0,0,4
42484,2014,11,6,3,3,3,5,5,8,-7,44,1026,4,NW,11.62,0,0,5.25
42485,2014,11,6,4,3,3,9,4,9,-7,41,1027,5,NE,3.13,0,0,6.25
42486,2014,11,6,5,3,3,16,5,7,-8,33,1028,7,NE,4.92,0,0,7.75
42487,2014,11,6,6,3,3,12,6,7,-8,33,1029,7,NE,8.94,0,0,7
42488,2014,11,6,7,3,3,13,9,9,-7,38,1029,6,NE,13.86,0,0,8.5
42489,2014,11,6,8,3,3,8,9,11,-6,36,1031,8,NE,18.78,0,0,7.75
42490,2014,11,6,9,3,3,12,8,NA,-8,29,1032,9,NE,24.59,0,0,7.666666667
42491,2014,11,6,10,3,3,11,4,9,-8,29,1032,9,NE,29.51,0,0,6.75
42492,2014,11,6,11,3,3,9,5,7,-9,25,1032,10,NE,35.32,0,0,6
42493,2014,11,6,12,3,3,3,9,4,-12,19,1031,10,NE,41.13,0,0,4.75
42494,2014,11,6,13,3,3,5,6,3,-14,15,1030,11,NE,46.05,0,0,4.25
42495,2014,11,6,14,3,3,8,8,4,-16,13,1029,11,NE,51.86,0,0,5.75
42496,2014,11,6,15,3,5,9,8,7,-15,13,1029,12,NE,55.88,0,0,7.25
42497,2014,11,6,16,3,3,9,3,6,-17,11,1029,12,NE,59.01,0,0,5.25
42498,2014,11,6,17,3,3,10,3,6,-13,19,1030,9,NE,59.9,0,0,5.5
42499,2014,11,6,18,3,6,18,9,33,-8,38,1030,5,cv,0.89,0,0,16.5
42500,2014,11,6,19,3,26,49,25,40,-7,41,1031,5,cv,1.78,0,0,35
42501,2014,11,6,20,3,26,53,34,40,-5,51,1031,4,cv,2.67,0,0,38.25
42502,2014,11,6,21,3,32,54,42,48,-4,55,1032,4,SE,0.89,0,0,44
42503,2014,11,6,22,3,33,46,44,44,-5,59,1033,2,cv,0.89,0,0,41.75
42504,2014,11,6,23,3,34,50,43,41,-3,69,1033,2,SE,0.89,0,0,42
42505,2014,11,7,0,3,34,51,46,44,-3,69,1033,2,SE,1.78,0,0,43.75
42506,2014,11,7,1,3,35,57,43,45,-4,64,1033,2,cv,0.89,0,0,45
42507,2014,11,7,2,3,33,82,63,79,-5,55,1032,3,cv,1.78,0,0,64.25
42508,2014,11,7,3,3,49,89,79,76,-5,69,1032,0,cv,2.67,0,0,73.25
42509,2014,11,7,4,3,44,86,76,79,-4,69,1032,1,cv,3.56,0,0,71.25
42510,2014,11,7,5,3,49,95,77,90,-3,80,1032,0,SE,0.89,0,0,77.75
42511,2014,11,7,6,3,49,81,80,73,-4,74,1032,0,NW,0.89,0,0,70.75
42512,2014,11,7,7,3,44,74,72,70,-4,69,1033,1,NW,1.78,0,0,65
42513,2014,11,7,8,3,33,72,88,66,-4,69,1033,1,NE,0.89,0,0,64.75
42514,2014,11,7,9,3,35,67,60,59,-6,44,1034,5,cv,0.89,0,0,55.25
42515,2014,11,7,10,3,39,69,64,62,-7,38,1034,6,cv,1.78,0,0,58.5
42516,2014,11,7,11,3,37,69,62,60,-7,36,1033,7,cv,2.67,0,0,57
42517,2014,11,7,12,3,33,53,49,41,-6,36,1033,8,cv,3.56,0,0,44
42518,2014,11,7,13,3,27,38,39,38,-5,39,1032,8,cv,4.45,0,0,35.5
42519,2014,11,7,14,3,24,37,31,33,-6,34,1031,9,cv,5.34,0,0,31.25
42520,2014,11,7,15,3,14,24,26,18,-5,36,1030,9,NE,1.79,0,0,20.5
42521,2014,11,7,16,3,21,28,31,28,-4,39,1030,9,cv,0.89,0,0,27
42522,2014,11,7,17,3,27,34,39,46,-4,42,1030,8,cv,1.78,0,0,36.5
42523,2014,11,7,18,3,37,44,42,51,-3,56,1030,5,cv,2.67,0,0,43.5
42524,2014,11,7,19,3,43,53,54,57,-4,42,1030,8,SE,3.13,0,0,51.75
42525,2014,11,7,20,3,33,41,40,37,-3,45,1030,8,SE,4.92,0,0,37.75
42526,2014,11,7,21,3,31,41,39,35,-1,56,1031,7,cv,1.79,0,0,36.5
42527,2014,11,7,22,3,31,36,36,41,0,80,1031,3,cv,2.68,0,0,36
42528,2014,11,7,23,3,36,44,42,46,-1,80,1030,2,SE,0.89,0,0,42
42529,2014,11,8,0,3,37,51,43,56,-1,86,1030,1,cv,0.89,0,0,46.75
42530,2014,11,8,1,3,40,67,50,69,-2,92,1030,-1,NW,1.79,0,0,56.5
42531,2014,11,8,2,3,67,84,62,79,-3,86,1030,-1,NW,3.58,0,0,73
42532,2014,11,8,3,3,61,88,73,76,-1,92,1029,0,cv,0.89,0,0,74.5
42533,2014,11,8,4,3,58,89,70,65,-2,86,1029,0,NW,0.89,0,0,70.5
42534,2014,11,8,5,3,54,85,63,69,-2,92,1029,-1,NW,2.68,0,0,67.75
42535,2014,11,8,6,3,53,83,64,74,-5,79,1029,-2,NW,5.81,0,0,68.5
42536,2014,11,8,7,3,53,88,61,79,-4,74,1029,0,NW,7.6,0,0,70.25
42537,2014,11,8,8,3,57,97,82,78,-2,69,1030,3,NW,10.73,0,0,78.5
42538,2014,11,8,9,3,55,95,79,87,-2,60,1030,5,NW,13.86,0,0,79
42539,2014,11,8,10,3,56,92,83,82,-3,45,1029,8,NW,15.65,0,0,78.25
42540,2014,11,8,11,3,61,84,75,74,-2,45,1029,9,NW,17.44,0,0,73.5
42541,2014,11,8,12,3,65,85,75,77,-2,40,1028,11,cv,1.79,0,0,75.5
42542,2014,11,8,13,3,65,89,91,84,-4,34,1027,11,cv,2.68,0,0,82.25
42543,2014,11,8,14,3,NA,93,92,87,-2,37,1026,12,SE,1.79,0,0,90.66666667
42544,2014,11,8,15,3,61,97,90,91,-2,35,1025,13,SE,3.58,0,0,84.75
42545,2014,11,8,16,3,52,81,78,77,-2,37,1025,12,SE,7.6,0,0,72
42546,2014,11,8,17,3,60,77,74,74,-2,40,1025,11,SE,10.73,0,0,71.25
42547,2014,11,8,18,3,72,83,90,84,-1,43,1025,11,cv,1.79,0,0,82.25
42548,2014,11,8,19,3,83,90,92,89,-1,60,1026,6,cv,2.68,0,0,88.5
42549,2014,11,8,20,3,75,97,89,94,-1,74,1026,3,cv,3.57,0,0,88.75
42550,2014,11,8,21,3,75,98,89,92,0,86,1027,2,NE,0.89,0,0,88.5
42551,2014,11,8,22,3,78,96,92,97,-1,80,1027,2,SE,0.89,0,0,90.75
42552,2014,11,8,23,3,70,96,90,92,0,93,1027,1,cv,0.45,0,0,87
42553,2014,11,9,0,3,71,97,94,98,-2,86,1027,0,NW,1.79,0,0,90
42554,2014,11,9,1,3,78,126,94,116,-2,92,1028,-1,NW,3.58,0,0,103.5
42555,2014,11,9,2,3,81,130,108,113,-1,92,1027,0,cv,0.89,0,0,108
42556,2014,11,9,3,3,76,115,101,101,-2,92,1027,-1,NW,1.79,0,0,98.25
42557,2014,11,9,4,3,64,108,92,87,-4,86,1027,-2,NW,3.58,0,0,87.75
42558,2014,11,9,5,3,47,90,80,54,-4,80,1027,-1,NW,7.6,0,0,67.75
42559,2014,11,9,6,3,34,72,56,50,-4,80,1027,-1,NW,9.39,0,0,53
42560,2014,11,9,7,3,24,61,52,42,-5,74,1027,-1,NW,12.52,0,0,44.75
42561,2014,11,9,8,3,23,54,46,38,-4,59,1027,3,NW,16.54,0,0,40.25
42562,2014,11,9,9,3,23,45,43,38,-3,45,1028,8,NW,19.67,0,0,37.25
42563,2014,11,9,10,3,21,40,46,39,-7,27,1027,11,NW,22.8,0,0,36.5
42564,2014,11,9,11,3,24,45,38,33,-9,22,1027,12,NW,24.59,0,0,35
42565,2014,11,9,12,3,22,31,31,34,-9,19,1025,14,cv,1.79,0,0,29.5
42566,2014,11,9,13,3,31,46,34,40,-8,18,1024,16,NW,1.79,0,0,37.75
42567,2014,11,9,14,3,37,52,55,48,-7,19,1023,16,SE,3.13,0,0,48
42568,2014,11,9,15,3,32,59,53,45,-5,23,1023,16,SE,6.26,0,0,47.25
42569,2014,11,9,16,3,28,47,47,39,-5,24,1023,15,SE,9.39,0,0,40.25
42570,2014,11,9,17,3,31,44,45,44,-4,26,1023,15,SE,11.18,0,0,41
42571,2014,11,9,18,3,49,55,55,57,-3,42,1023,9,SE,12.97,0,0,54
42572,2014,11,9,19,3,62,67,77,77,-1,60,1023,6,cv,0.89,0,0,70.75
42573,2014,11,9,20,3,64,78,81,76,0,70,1024,5,cv,1.78,0,0,74.75
42574,2014,11,9,21,3,79,93,99,98,-1,74,1024,3,cv,2.67,0,0,92.25
42575,2014,11,9,22,3,87,106,105,101,-1,74,1024,3,cv,3.12,0,0,99.75
42576,2014,11,9,23,3,88,107,107,104,-2,80,1024,1,NE,0.89,0.2,0.2,101.5
42577,2014,11,10,0,3,87,129,109,106,-1,80,1024,2,NE,1.78,0,0,107.75
42578,2014,11,10,1,3,82,152,113,108,-1,86,1024,1,cv,0.89,0,0,113.75
42579,2014,11,10,2,3,78,132,107,98,-2,92,1024,-1,NW,1.79,0,0,103.75
42580,2014,11,10,3,3,56,89,87,79,-4,64,1023,2,NW,3.58,0,0,77.75
42581,2014,11,10,4,3,26,65,55,44,-5,64,1023,1,NW,5.37,0,0,47.5
42582,2014,11,10,5,3,24,54,45,33,-6,59,1023,1,NW,7.16,0,0,39
42583,2014,11,10,6,3,24,52,34,45,-6,68,1023,-1,NW,8.95,0,0,38.75
42584,2014,11,10,7,3,32,61,41,53,-6,68,1023,-1,NW,10.74,0,0,46.75
42585,2014,11,10,8,3,38,59,39,47,-4,52,1024,5,NW,12.53,0,0,45.75
42586,2014,11,10,9,3,32,52,39,42,-5,39,1024,8,NW,14.32,0,0,41.25
42587,2014,11,10,10,3,16,46,17,34,-6,31,1023,10,NW,16.11,0,0,28.25
42588,2014,11,10,11,3,28,46,37,38,-7,25,1023,12,cv,0.89,0,0,37.25
42589,2014,11,10,12,3,31,51,43,41,-8,20,1022,14,cv,1.78,0,0,41.5
42590,2014,11,10,13,3,37,53,65,56,-5,24,1021,15,SE,1.79,0,0,52.75
42591,2014,11,10,14,3,44,64,80,59,-6,22,1020,15,SE,4.92,0,0,61.75
42592,2014,11,10,15,3,55,69,79,68,-6,22,1019,15,SE,8.05,0,0,67.75
42593,2014,11,10,16,3,61,77,80,79,-6,22,1019,15,SE,11.18,0,0,74.25
42594,2014,11,10,17,3,64,86,91,79,-4,30,1019,13,cv,0.45,0,0,80
42595,2014,11,10,18,3,92,104,110,111,-2,45,1019,9,cv,1.34,0,0,104.25
42596,2014,11,10,19,3,132,129,151,147,-1,40,1020,12,SE,4.02,0,0,139.75
42597,2014,11,10,20,3,125,155,149,153,1,57,1019,9,SE,5.81,0,0,145.5
42598,2014,11,10,21,3,125,157,150,145,0,70,1019,5,cv,0.89,0,0,144.25
42599,2014,11,10,22,3,123,160,NA,143,0,75,1019,4,cv,1.78,0,0,142
42600,2014,11,10,23,3,122,156,150,144,1,80,1019,4,cv,2.67,0,0,143
42601,2014,11,11,0,3,119,156,141,200,1,93,1019,2,cv,3.12,0,0,154
42602,2014,11,11,1,3,128,178,158,239,0,86,1019,2,cv,4.01,0,0,175.75
42603,2014,11,11,2,3,142,199,173,185,0,93,1018,1,cv,4.9,0,0,174.75
42604,2014,11,11,3,3,100,205,188,163,-1,80,1018,2,cv,5.79,0,0,164
42605,2014,11,11,4,3,23,135,94,28,0,86,1018,2,cv,6.68,0,0,70
42606,2014,11,11,5,3,3,10,11,12,-2,52,1017,7,NW,3.13,0,0,9
42607,2014,11,11,6,3,3,10,6,9,-2,60,1018,5,NW,4.92,0,0,7
42608,2014,11,11,7,3,3,16,16,9,-7,27,1018,11,NW,12.97,0,0,11
42609,2014,11,11,8,3,5,13,19,11,-7,27,1018,11,NW,18.78,0,0,12
42610,2014,11,11,9,3,10,14,10,15,-7,27,1018,11,NW,25.93,0,0,12.25
42611,2014,11,11,10,3,8,NA,16,13,-8,23,1018,12,NW,33.98,0,0,12.33333333
42612,2014,11,11,11,3,10,10,18,14,-7,24,1018,13,NW,42.03,0,0,13
42613,2014,11,11,12,3,12,19,NA,17,-7,22,1018,14,NW,53.21,0,0,16
42614,2014,11,11,13,3,10,19,NA,18,-5,28,1017,13,NW,63.04,0,0,15.66666667
42615,2014,11,11,14,3,7,15,14,16,-6,27,1018,12,NW,71.98,0,0,13
42616,2014,11,11,15,3,7,11,15,11,-7,25,1018,12,NW,80.92,0,0,11
42617,2014,11,11,16,3,6,7,4,7,-8,23,1018,12,NW,90.75,0,0,6
42618,2014,11,11,17,3,3,12,12,9,-8,25,1018,11,NW,98.8,0,0,9
42619,2014,11,11,18,3,8,9,16,13,-8,29,1018,9,NW,103.72,0,0,11.5
42620,2014,11,11,19,3,4,13,11,16,-8,25,1019,11,NW,106.85,0,0,11
42621,2014,11,11,20,3,3,13,10,8,-6,41,1019,6,NW,108.64,0,0,8.5
42622,2014,11,11,21,3,6,25,5,19,-10,23,1021,10,NW,116.69,0,0,13.75
42623,2014,11,11,22,3,3,7,8,8,-13,19,1022,9,NW,124.74,0,0,6.5
42624,2014,11,11,23,3,3,8,8,9,-15,17,1023,8,NW,133.68,0,0,7
42625,2014,11,12,0,3,3,8,5,5,-14,20,1023,7,NW,140.83,0,0,5.25
42626,2014,11,12,1,3,3,6,5,2,-15,19,1023,7,NW,148.88,0,0,4
42627,2014,11,12,2,3,3,7,3,2,-15,20,1023,6,NW,156.03,0,0,3.75
42628,2014,11,12,3,3,3,3,3,3,-16,18,1023,6,NW,161.84,0,0,3
42629,2014,11,12,4,3,3,4,4,3,-15,23,1023,4,NW,165.86,0,0,3.5
42630,2014,11,12,5,3,3,3,11,6,-16,20,1023,5,NW,173.91,0,0,5.75
42631,2014,11,12,6,3,3,10,5,4,-16,21,1023,4,NW,181.96,0,0,5.5
42632,2014,11,12,7,3,3,6,3,4,-18,19,1024,3,NW,191.79,0,0,4
42633,2014,11,12,8,3,3,5,14,5,-19,16,1026,4,NW,202.97,0,0,6.75
42634,2014,11,12,9,3,3,6,12,6,-20,14,1027,5,NW,215.04,0,0,6.75
42635,2014,11,12,10,3,3,7,5,6,-22,11,1027,6,NW,227.11,0,0,5.25
42636,2014,11,12,11,3,NA,8,NA,5,-22,11,1027,6,NW,240.07,0,0,6.5
