,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
32953071924,,,,,,,,,,,,,,,,,,,,['1799.00'],3800+
47669787077,3500mAh（典型值）,2019年,6月,华为（HUAWEI）,nova 5 pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2499.00'],3800+
100008180934,2100,2019年,9月,多亲（QIN）,多亲 Qin2,105,其他,,,1个,,,5.05,576*1440,LCD,,后置单摄,,Type-C,['599.00'],3800+
26251804842,,,,,,,,,,,,,,,,,,,,['1799.00'],3800+
31943707636,,,,,,,,,,,,,,,,,,,,['99.00'],3700+
53347166559,4000,2019年,7月,,nova 5i Pro,约178g,,,,2个,,,,,LTPS,,,,Type-C,['2099.00'],3800+
31512956008,3000,2018年,3月,华为（HUAWEI）,以官网信息为准,150,,,,2个,,,,,其他,,,,Micro USB,['728.00'],3700+
34660516013,,,,,,,,,,,,,,,,,,,,['2499.00'],3800+
40687171530,,,,,,,,,,,,,,,,,,,,['1006.00'],3700+
44149919977,3650mAh（典型值）,2019年,3月,华为（HUAWEI）,华为p30,165,麒麟980,,,2个,,,6.1英寸,FHD+ 2340*1080,其他,,后置三摄,,Type-C,['3678.00'],3700+
100004288017,2500,2019年,8月,,守护宝 L105,102,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['99.00'],3800+
30751168969,...,2018年,7月,华为（HUAWEI）,.,0,,,,2个,,,,,TFT,,,,Micro USB,['1248.00'],3700+
48973885083,,,,,,,,,,,,,,,,,,,,['3298.00'],3700+
55148847235,,,,,,,,,,,,,,,,,,,,['4899.00'],3700+
25930447497,3340mAh（典型值）,2019年,以官网信息为准,华为（HUAWEI）,nova4e,约166克（含电池）,其他,,,2个,,,6.15英寸,746545,其他,,其他,,Type-C,['1298.00'],3600+
52046893655,3020,2019年,以官网信息为准,,荣耀畅玩8,其他,,,,其他,,,,,其他,,,,Micro USB,['498.00'],3700+
44126513764,,,,,,,,,,,,,,,,,,,,['1065.00'],3600+
27433871206,,,,,,,,,,,,,,,,,,,,['149.00'],3600+
29506837380,其他,2019年,7月,,荣耀畅玩8,142,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,['498.00'],3600+
56610490589,其他,2018年,10月,华为（HUAWEI）,mate20,其他,其他,,,2个,,,6.53英寸,596120,其他,,其他,,其它接口,['3199.00'],3600+
100008602928,2000,2019年,9月,飞利浦（Philips）,E515,131,其他,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,['489.00'],3700+
54221596339,,,,,,,,,,,,,,,,,,,,['399.00'],3600+
57281472226,,,,,,,,,,,,,,,,,,,,['799.00'],3700+
54331938653,5200,2017年,以官网信息为准,紐萬（Niuwan）,L8S,200,其他,,,2个,,,2.8英寸,320x240,其他,,后置单摄,,其它接口,['299.00'],3600+
53143766628,4000mAh（典型值）,2019年,7月,,荣耀9x,约206g,,,,2个,,,,,其他,,,,其它接口,['1809.00'],3600+
39546576695,2000,2018年,5月,,UIS,106,,,,2个,,,,,其他,,,,Micro USB,['178.00'],3500+
29921412414,,,,,,,,,,,,,,,,,,,,['169.00'],3500+
56759611820,4500,2019年,8月,, vivo iQOO Pro 5G,217,,,,2个,,,,,AMOLED,,,,Type-C,['3798.00'],3700+
26969736866,3000mAh（典型容量）,2018年,4月,华为（HUAWEI）,其他,约150g(含电池),,,,2个,,,,,其他,,,,Micro USB,['659.00'],3500+
56522479917,2100mAh,2019年,10月,,多亲ai助手,机身重量（g）,,,,1个,,,,,其他,,,,Type-C,['579.00'],3500+
40776684811,以官网信息为准,2019年,1月,,以官网信息为准,以官网信息为准,其他,,,其他,,,其他英寸,以官网信息为准,其他,,其他,,其它接口,['609.00'],3600+
59725365523,4500mAh,2019年,11月,, Mate 30 Pro 5G,以官网信息为准,,,,2个,,,,,其他,,,,Type-C,['6909.00'],3700+
57049421972,5500mAh（typ）/5400mAh(min),2018年,7月,,小米max3,221,,,,2个,,,,,其他,,,,Type-C,['1209.00'],3500+
48834016265,4000mAh（typ）/3900mAh（min）,2019年,5月,小米（MI）,Redmi 7A,165,,,,2个,,,,,其他,,,,Micro USB,['475.00'],3500+
57269666815,5000,2019年,9月,vivo,U3x,191.5g,,,,2个,,,,,其他,,,,Micro USB,['899.00'],3500+
44168135089,,,,,,,,,,,,,,,,,,,,['999.00'],3600+
57521830334,4000mAh,2019年,10月,OPPO,OPPO Reno Ace,200,骁龙855plus,,,2个,,,6.5英寸,2400*1080,AMOLED,,后置四摄,,Type-C,['2999.00'],3600+
34148682554,3750mAh,2018年,9月,,荣耀8x,约175克,,,,2个,,,,,IPS,,,,Micro USB,['929.00'],3500+
57540707753,4000mAh（典型值）,2019年,10月,,OPPO K5,182,,,,2个,,,,,AMOLED,,,,Type-C,['1799.00'],3500+
34805171927,,,,,,,,,,,,,,,,,,,,['436.00'],3500+
27501425101,1800,2019年,11月,中兴（ZTE）,L6,140,其他,,,2个,,,2.4英寸,1280x720,TFT,,后置单摄,,Micro USB,['399.00'],3500+
100004254315,4000,2019年,3月,朵唯（DOOV）,朵唯D1,117.8,MT6763,,,2个,,,6.2英寸,1520*720,TFT,,后置单摄,,Micro USB,['599.00'],3500+
37281035313,3400mAh（典型值）,2018年,11月,华为（HUAWEI）,荣耀10青春版,约162克（含电池）,麒麟710,,,2个,,,6.21英寸,2340*1080,IPS,,后置双摄,,Micro USB,['859.80'],3500+
100006022943,5000mAh（typ）*,2019年,10月,,Redmi 8,190,骁龙439（SDM439）,,,2个,,,6.22英寸,1520*720 HD+,其他,,后置双摄,,Type-C,['749.00'],3500+
12801366967,,,,,,,,,,,,,,,,,,,,['549.00'],3400+
12079177347,4000mAh（typ）/3900mAh（min）,2019年,9月,小米（MI）,Redmi K20Pro,191,骁龙855plus,,,2个,,,6.39英寸,2340,其他,,后置三摄,,Type-C,['2558.00'],3500+
51809955148,3020mAh（典型值） 2920mAh（最小值）,2019年,7月,,荣耀畅玩8,以官网信息为准,,,,其他,,,,,TFT LCD（IPS）,,,,其它接口,['509.00'],3600+
30894434258,以官方信息为准,2018年,以官网信息为准,,F9,109.2,,,,2个,,,,,其他,,,,Micro USB,['188.00'],3400+
43613856175,3900-4000以官网信息为准 ,2019年,3月,小米（MI）,Note7 Pro,186 以官网信息为准,,,,2个,,,,,其他,,,,Type-C,['1058.00'],3400+
100005417353,5260mAh(typ) / 5170mAh(min),2019年,11月,小米（MI）,小米CC9 Pro,208g,骁龙730G,,,2个,,,6.47英寸,2340X1080,OLED,,后置五摄,,Type-C,['3199.00'],3700+
100010949236,3400,2019年,5月,小辣椒,红辣椒8X Pro,182.5,mt6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,['859.00'],3400+
33918937962,2000,2017年,以官网信息为准,朵唯（DOOV）,朵唯,165,,,,2个,,,,,TFT,,,,Micro USB,['299.00'],3400+
100006126560,1700,2019年,6月,飞利浦（Philips）,飞利浦E517,109,其他,,,2个,,,2.4英寸,其他,TFT,,后置单摄,,Micro USB,['299.00'],3400+
49948717723,,,,,,,,,,,,,,,,,,,,['589.00'],3400+
56489671950,,,,,,,,,,,,,,,,,,,,['1838.00'],3400+
52365379701,以官网信息为准,2019年,6月,,nova 5,约171克（含电池）,,,,2个,,,,,OLED,,,,其它接口,['2599.00'],3400+
50328256257,4200mAh（典型值）,2019年,3月,华为（HUAWEI）,华为p30pro,192,,,,2个,,,,,OLED,,,,Type-C,['5088.00'],3400+
57748101701,,,,,,,,,,,,,,,,,,,,['3538.00'],3500+
100008797178,1500,2019年,9月,,L8,172,其他,,,2个,,,2.4英寸,240*320,TFT,,无后置摄像头,,Micro USB,['139.00'],3400+
30427734476,800,2017年,以官网信息为准,诺基亚（NOKIA）,105,69.6,,,,其他,,,,,其他,,,,Mini USB,['128.00'],3400+
57233310643,3500mAh（典型值）,2018年,10月,,荣耀Magic2,约206克,,,,2个,,,,,AMOLED,,,,Type-C,['1829.00'],3300+
42703965414,,,,,,,,,,,,,,,,,,,,['1048.00'],3400+
100008029350,,,,,,,,,,,,,,,,,,,,['359.00'],3400+
51418913994,4030mAh,2019年,7月,小米（MI）,小米CC9,179,,,,其他,,,,,AMOLED,,,,Type-C,['1429.00'],3500+
100010313940,4350,2019年,12月,vivo,X30 Pro,198.5,E980,,,2个,,,6.44英寸,2400*1080,AMOLED,,后置四摄,,Type-C,['3998.00'],4000+
59187674152,,,,,,,,,,,,,,,,,,,,['159.00'],3300+
47229662412,,,,,,,,,,,,,,,,,,,,['818.00'],3300+
56259825521,4000mAh,2019年,9月,华为（HUAWEI）,华为畅享10plus,约196.8g,,,,2个,,,,,LTPS,,,,Type-C,['1399.00'],3800+
27333296017,1980,2017年,11月,,R11,56,,,,2个,,,,,其他,,,,其它接口,['188.00'],3300+
54348641684,3210mAh（典型值）,2018年,9月,魅族（MEIZU）,魅族x8, 约160,,,,2个,,,,,其他,,,,Type-C,['839.00'],3300+
57154328717,,,,,,,,,,,,,,,,,,,,['1188.00'],3300+
100010658548,4025mAh（典型值）,2019年,以官网信息为准,OPPO,OPPO Reno3 ,171,骁龙765G 5G集成芯,,,2个,,,6.5英寸,2400*1080,AMOLED,,后置四摄,,Type-C,['3999.00'],5100+
53624294777,,,,,,,,,,,,,,,,,,,,['739.00'],3200+
50909869801,5000mAh（典型值） 4900mAh（最小值）,2018年,9月,华为（HUAWEI）,荣耀8x max,约210克（含电池）备注：实际重量依配置、制造工艺,其他,,,2个,,,其他英寸,FHD+ 1080x2244,IPS,,后置双摄,,Micro USB,['1279.00'],3200+
25262582768,3340mAh(典型值）,2017年,12月,华为（HUAWEI）,nova2s,约169g(含电池),其他,,,2个,,,6.0英寸,2160x1080,IPS,,后置双摄,,Type-C,['1598.00'],3200+
17213821693,4000mAh(典型值）,2018年,4月,华为（HUAWEI）,p20pro,约180g（含电池）,其他,,,2个,,,6.1英寸,2240*1080,其他,,后置三摄,,Type-C,['2898.00'],3200+
60604050392,4200,2018年,10月,华为（HUAWEI）,华为mate20Pro,约189,,,,2个,,,,,OLED,,,,Type-C,['4599.00'],3200+
54581709291,,,,,,,,,,,,,,,,,,,,['1699.00'],3300+
43120394667,,,,,,,,,,,,,,,,,,,,['499.00'],3400+
51153248867,4000mAh（典型值）,2019年,7月,华为（HUAWEI）,华为荣耀9X,206g,麒麟810,,,2个,,,其他英寸,以官网信息为准,LTPS,,后置双摄,,Type-C,['1099.00'],3200+
49409355177,3020,2018年,5月,,荣耀畅玩7,约142g(含电池),,,,2个,,,,,IPS,,,,Micro USB,['598.00'],3200+
100008840648,,,,,,,,,,,,,,,,,,,,['499.00'],3400+
45613346122,,,,,,,,,,,,,,,,,,,,['1099.00'],3200+
100010984578,4000mAh（typ）*3900mAh（min）,2019年,8月,,Redmi Note8,190,骁龙665,,,2个,,,6.3英寸,2340*1080 FHD+,其他,,后置四摄,,Type-C,['899.00'],4000+
54836532284,以官网信息为准,2018年,10月,,iPhone XR,194,其他,,,2个,,,6.1英寸,其他,LCD,,后置单摄,,Lightning（iPhone）,['5499.00'],3200+
39880805665,3750mAh（典型值）,2018年,12月,华为（HUAWEI）,华为nova4,172g,,,,2个,,,,,LCD,,,,Type-C,['1768.00'],3200+
48155000273,,,,,,,,,,,,,,,,,,,,['2499.00'],3200+
49205922984,3500mAh（典型值）,2019年,6月,华为（HUAWEI）,华为nova5pro,171,,,,2个,,,,,OLED,,,,Type-C,['2499.00'],3200+
49817724088,1000mAh,2018年,以官网信息为准,飞利浦（Philips）,E108,72（g）,其他,,,2个,,,其他英寸,596118,TFT,,无后置摄像头,,Micro USB,['89.00'],3100+
57234019309,3650mAh（典型值）,2019年,4月,华为（HUAWEI）,华为P30,165,,,,2个,,,,,OLED,,,,Type-C,['3688.00'],3100+
57698864721,4000,2019年,10月,OPPO,oppok5,182,,,,2个,,,,,AMOLED,,,,Type-C,['1799.00'],3300+
60494908149,,,,,,,,,,,,,,,,,,,,['6899.00'],3100+
57167547180,4200mAh（典型值）,2019年,9月,华为（HUAWEI）,HUAWEI Mate 30,196,,,,其他,,,,,OLED,,,,Type-C,['4299.00'],3100+
27293987180,800,2017年,11月,,创星,70,,,,1个,,,,,OLED,,,,Micro USB,['228.00'],3100+
55742041624,4000mAh,2019年,9月,华为（HUAWEI）,荣耀play3,176g,麒麟710F,,,2个,,,6.39英寸,1560x720,TFT LCD（IPS）,,后置三摄,,Micro USB,['799.80'],3300+
57042493047,3500mAh（典型值）,2019年,6月,华为（HUAWEI）,华为nova5pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2899.00'],3100+
45034043172,,,,,,,,,,,,,,,,,,,,['2499.80'],3100+
56728753310,以官网信息为准,2019年,9月,Apple,苹果11,194,,,,2个,,,,,其他,,,,Lightning（iPhone）,['6399.00'],3100+
36794321811,1050,2019年,以官网信息为准,飞利浦（Philips）,飞利浦（PHILIPS）E218L,120,,,,2个,,,,,其他,,,,Micro USB,['279.00'],3100+
34187327017,5000,2018年,6月,纽曼（Newman）,v98,200,,,,3个,,,,,其他,,,,Micro USB,['259.00'],3000+
100005716579,,,,,,,,,,,,,,,,,,,,['1598.00'],3000+
35163632957,5000,2018年,以官网信息为准,纽曼（Newman）,V98,198,,,,其他,,,,,其他,,,,Micro USB,['269.00'],3000+
32853824570,3174mAh,2018年,9月,苹果（Apple）,苹果Xsmax,208,,,,2个,,,,,OLED,,,,Lightning（iPhone）,['5899.00'],3000+
54838718705,3500,2019年,6月,华为（HUAWEI）,华为nova5pro,171,,,,2个,,,,,OLED,,,,Type-C,['2499.00'],3000+
54040598861,4000mAh（典型值） ,2019年,以官网信息为准,,荣耀20 pro,约180克,麒麟980,,,2个,,,6.26英寸,2340x1080,TFT LCD（IPS）,,后置四摄,,Type-C,['2569.00'],3000+
27792577801,,,,,,,,,,,,,,,,,,,,['158.00'],3000+
100006837812,1800,2019年,7月,飞利浦（Philips）,E219,134,其他,,,2个,,,2.8英寸,240*320,其他,,后置单摄,,Micro USB,['299.00'],3100+
53197665011,4000（典型值）,2018年,12月,,华为畅享9,约168克（含电池）,其他,,,2个,,,6.26英寸,HD+ 1520x720 像素,其他,,其他,,Micro USB,['798.00'],3000+
44268657049,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,nova 4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,['1198.00'],3000+
49545848685,2450mAh,2019年,1月,其他,朵唯V33,150,,,,2个,,,,,TFT,,,,Micro USB,['428.00'],3000+
26054203294,1300,2018年,3月,海尔（Haier）,HM-M360C,118,其他,,,1个,,,2.4英寸,596118,其他,,后置单摄,,Micro USB,['199.00'],3000+
56700825780,,,,,,,,,,,,,,,,,,,,['5695.00'],3000+
56596153740,4000mAh（典型值）,2018年,以官网信息为准,华为（HUAWEI）,畅享9,约168克（含电池）,其他,,,2个,,,6.26英寸,HD+ 1520x720 像素,其他,,后置双摄,,Micro USB,['888.00'],3000+
50123283191,3500mAh（典型值）,2019年,以官网信息为准,华为（HUAWEI）,华为 nova5 Pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['2499.00'],3000+
55668782974,,,,,,,,,,,,,,,,,,,,['9499.00'],3000+
62318783698,,,,,,,,,,,,,,,,,,,,['458.00'],2900+
59839719687,4500mAh（典型值）,2019年,11月,,HUAWEI Mate 30 Pro 5G,约198克（含电池）,,,,2个,,,,,OLED,,,,Type-C,['7899.00'],3300+
57200281606,以官网信息为准,2019年,9月,,iPhone 11 Pro,188,,,,2个,,,,,OLED,,,,Lightning（iPhone）,['9458.00'],2900+
100009223010,3000,2019年,10月,小辣椒,红辣椒9X,179,MT6771,,,2个,,,其他英寸,1520*720,IPS,,后置双摄,,Type-C,['999.00'],3100+
43735560546,,,,,,,,,,,,,,,,,,,,['768.00'],2900+
33268359659,3350mAh（typ）/3250mAh(min）,2018年,9月,小米（MI）,小米8青春版,169,,,,2个,,,,,其他,,,,Type-C,['1029.00'],2900+
59948209385,4000mAh（典型值）,2019年,7月,华为（HUAWEI）,荣耀9X,206g,麒麟810,,,2个,,,6.59英寸,1080*2340,LTPS,,后置双摄,,Type-C,['1999.00'],2900+
17164475384,以官网信息为准,2014年,以官网信息为准,,诺基亚130,67.9g,其他,,,2个,,,1.8英寸,596120,其他,,其他,,Micro USB,['159.00'],2900+
40348393195,,,,,,,,,,,,,,,,,,,,['1938.00'],2900+
37297332991,3400mAh（典型值）,2018年,11月,,华为荣耀10青春版,约162克,其他,,,2个,,,6.21英寸,596120,其他,,后置双摄,,Micro USB,['1199.00'],2900+
54919798668,1480,2019年,以官网信息为准,多亲（QIN）,Qin 1s+1s,95,其他,,,2个,,,2.8英寸,240x320,其他,,无后置摄像头,,Micro USB,['299.00'],2900+
100010949258,3400,2019年,6月,小辣椒,红辣椒8X Pro,182.5,MT6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,['859.00'],2900+
39213484960,4000mAh（典型值）,2018年,12月,,华为畅享9,约168克（含电池）,,,,2个,,,,,其他,,,,Mini USB,['848.00'],2900+
43106520197,,,,,,,,,,,,,,,,,,,,['399.00'],2900+
56744486326,,,,,,,,,,,,,,,,,,,,['10198.00'],2900+
43197706698,2100,2018年,8月,天语（K-Touch）,I9,190,,,,2个,,,,,其他,,,,其它接口,['559.00'],2900+
53150272883,4000mAh（典型值）,2019年,7月,,以官网信息为准,约206g,,,,2个,,,,,其他,,,,Type-C,['1299.00'],2800+
11658167482,,,,,,,,,,,,,,,,,,,,['198.00'],2800+
100006126558,,,,,,,,,,,,,,,,,,,,['299.00'],2900+
51301733179,3020mAh（典型值）,2019年,7月,华为（HUAWEI）,畅玩8,约146克（含电池,,,,2个,,,,,其他,,,,Micro USB,['519.00'],2900+
25951500014,以官方信息为准,2018年,9月,苹果（Apple）,iPhone Xs Max,208,其他,,,2个,,,6.5英寸,2688 * 1242,OLED,,后置双摄,,Lightning（iPhone）,['5848.00'],2800+
40359329681,,,,,,,,,,,,,,,,,,,,['1949.00'],2800+
62926028485,5300mAh,2019年,以官网信息为准,纽曼（Newman）,P10,220,其他,,,2个,,,5.5英寸,高清,TFT,,后置单摄,,Micro USB,['488.00'],3200+
30125682245,1400,2018年,7月,飞利浦（Philips）,PHILIPS E171L,111.5,其他,,,2个,,,2.4英寸,596118,TFT,,后置单摄,,Micro USB,['168.00'],2800+
21383233724,0,2017年,以官网信息为准,,`,98,其他,,,2个,,,其他英寸,596120,其他,,后置单摄,,其它接口,['99.00'],2800+
60731279513,,,,,,,,,,,,,,,,,,,,['79.00'],2800+
60009739181,以官网信息为准,2019年,9月,,iPhone 11 Pro,188,,,,2个,,,,,其他,,,,Lightning（iPhone）,['9988.00'],2800+
61215906346,,,,,,,,,,,,,,,,,,,,['9560.00'],2800+
43545106157,3750mAh（典型值） 3650mAh（额定值）,2018年,9月,,荣耀8x,约175克,,,,2个,,,,,IPS,,,,Micro USB,['1549.00'],2800+
53148034498,4000mAh（典型值）,2019年,9月,,荣耀9X,以官网信息为准,其他,,,2个,,,其他英寸,以官网信息为准,其他,,其他,,Type-C,['1109.00'],2900+
27182532335,1700,2018年,4月,其他,爱户外ioutdoor F1,107.3,,,,2个,,,,,TFT,,,,Micro USB,['268.00'],2800+
55734067752,2100,2019年,9月,,多亲Qin2,105,,,,1个,,,,,LCD,,,,Type-C,['599.00'],2800+
43687555521,4000mAh（典型值）,2018年,以官网信息为准,华为（HUAWEI）,华为（HUAWEI） 华为畅享9 ,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,['869.00'],2800+
30648617671,2080,2018年,7月,,C5,131,,,,1个,,,,,其他,,,,Micro USB,['129.00'],2700+
57152752835,以官网信息为准,2019年,9月,,iPhone 11 Pro Max ,226,,,,2个,,,,,其他,,,,Lightning（iPhone）,['10598.00'],2700+
43294755211,,,,,,,,,,,,,,,,,,,,['1169.00'],2800+
35084806675,3500mAh（典型值）,2018年,10月,华为（HUAWEI）,magic2,约206克,,,,2个,,,,,AMOLED,,,,Type-C,['1839.00'],2700+
29679367162,3020mAh(典型值),2018年,6月,华为（HUAWEI）,畅享8e青春版,约142克,,,,2个,,,,,TFT,,,,Micro USB,['429.00'],2800+
47297464961,,,,,,,,,,,,,,,,,,,,['5299.00'],2700+
56608787815,3750mAh（典型值）,2018年,9月,华为（HUAWEI）,荣耀8x,175,其他,,,2个,,,6.5英寸,FHD+ 1080x2340,其他,,后置双摄,,其它接口,['1249.00'],2800+
41006776524,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,畅享9 Plus,约173g(含电池),,,,2个,,,,,其他,,,,Micro USB,['1239.00'],2800+
61657213140,1050,2016年,以官网信息为准,纽曼（Newsmy）,C5,220,其他,,,1个,,,2.4英寸,320x240,TFT,,无后置摄像头,,Micro USB,['159.00'],2700+
38457012329,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,畅享9Plus,约173g(含电池),麒麟710F,,,2个,,,6.5英寸,FHD+ 1080x2340 像素,TFT,,后置双摄,,Micro USB,['1199.00'],2700+
40989981676,2900-3000 以官网信息为准,2018年,12月,小米（MI）,小米 PLAY,150      以官网信息为准,,,,2个,,,,,其他,,,,Micro USB,['1008.00'],2700+
44432266907,4000,2019年,9月,朵唯（DOOV）,朵唯D1,117.8,其他,,,2个,,,6.3英寸,1920*1080,TFT,,后置单摄,,Micro USB,['699.00'],2700+
39869037975,3750mAh,2018年,12月,,Nova 4,以官网信息为准,,,,2个,,,,,其他,,,,Type-C,['1899.00'],2700+
26852496169,3020mAh（典型值）,2019年,1月,华为（HUAWEI）,荣耀8A,约150克（含电池） ,,,,2个,,,,,其他,,,,Micro USB,['599.00'],2700+
44972125522,2000,2019年,8月,,朵唯X1,115,,,,其他,,,,,其他,,,,Micro USB,['399.00'],2700+
45232886174,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,,20i,约164克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,['999.00'],2700+
40328805771,4000mAh(典型值）,2018年,以官网信息为准,华为（HUAWEI）,畅享9plus,约173g(含电池),其他,,,2个,,,6.5英寸,FHD+ 1080x2340,其他,,后置双摄,,Micro USB,['1278.00'],2700+
55755402559,1050,2019年,8月,飞利浦（Philips）,philips E258C,99,,,,其他,,,,,其他,,,,Micro USB,['238.00'],2700+
100005297504,1700,2019年,4月,飞利浦（Philips）,E289,158,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,['338.00'],2700+
56491266015,3640（典型值）,2018年,8月,魅族（MEIZU）,魅族16thplus,182,,,,2个,,,,,Super Amoled,,,,Type-C,['1888.00'],2700+
43687108646,5400,2018年,9月,AGM,AGM H1,240,,,,2个,,,,,LCD,,,,Type-C,['1699.00'],2700+
49899789021,,,,,,,,,,,,,,,,,,,,['1499.00'],2600+
34487395412,以官网信息为准,2018年,10月,,iPhone xr,194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,['4468.00'],2700+
100010949262,4000,2019年,8月,小辣椒,红辣椒7X 尊享版,171,MT6763,,,2个,,,6.3英寸,2340x1080,TFT,,后置双摄,,Type-C,['749.00'],2700+
61011872990,以官网信息为准,2019年,9月,Apple,iPhone 11 Pro,188,,,,2个,,,,,其他,,,,Lightning（iPhone）,['10399.00'],2600+
57513336677,4000mAh,2019年,10月,,OPPO Reno Ace,约200,,,,2个,,,,,AMOLED,,,,Type-C,['2999.00'],2800+
41758057094,,,,,,,,,,,,,,,,,,,,['2428.00'],2700+
59634478636,,,,,,,,,,,,,,,,,,,,['1199.00'],3300+
53020072198,2800,2018年,11月,朵唯（DOOV）,A55,200,,,,2个,,,,,TFT,,,,Micro USB,['499.00'],2600+
56764276517,以官网信息为准,2019年,9月,苹果（Apple）,iPhone 11,194,,,,2个,,,,,其他,,,,Lightning（iPhone）,['5799.00'],2600+
42475014018,,,,,,,,,,,,,,,,,,,,['1198.00'],2600+
59533232427,4500mAh(典型值),2019年,11月,,HUAWEI Mate 30 Pro 5G,198,麒麟990,,,2个,,,6.53英寸,FHD+ 2400×1176 像素,OLED,,后置四摄,,Type-C,['7899.00'],2700+
100001768473,1600,2018年,12月,飞利浦（Philips）,E331K,110,其他,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,['159.00'],2600+
34553907668,4000mAh(典型值）,2018年,10月,华为（HUAWEI）,畅享9 Plus,约173,麒麟710,,,2个,,,6.5英寸,2340*1080,其他,,后置双摄,,Micro USB,['1179.00'],2600+
26433048383,4000mAh,2018年,3月,,红米note5,181,其他,,,2个,,,5.99英寸,以官网信息为准,其他,,后置双摄,,Micro USB,['978.00'],2600+
60610780624,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,['1088.00'],2700+
34882351761,3100（典型值）,2018年,9月,魅族（MEIZU）,魅族16X,154,,,,2个,,,,,OLED,,,,Type-C,['1038.00'],2600+
34238393348,,,,,,,,,,,,,,,,,,,,['358.00'],2600+
56650719237,,,,,,,,,,,,,,,,,,,,['10159.00'],2600+
47008798668,4000,2019年,3月,朵唯（DOOV）,朵唯D1,200,其他,,,2个,,,6.2英寸,1440*720,TFT,,后置单摄,,Micro USB,['599.00'],2600+
37088475772,1000,2018年,以官网信息为准,飞利浦（Philips）,107,78,,,,2个,,,,,其他,,,,其它接口,['98.00'],2600+
59741239006,以官网信息为准,2019年,9月,,iPhone 11,194,,,,2个,,,,,其他,,,,Lightning（iPhone）,['6599.00'],2600+
49817247692,,,,,,,,,,,,,,,,,,,,['1788.00'],2600+
100007318480,2800,2018年,11月,朵唯（DOOV）,A55,200.8,mt6739,,,2个,,,5.84英寸,1512×720,TFT,,后置单摄,,Micro USB,['569.00'],2600+
44105336581,3340mAh（典型值）,2019年,3月,华为（HUAWEI）,华为nova4e,约159克（含电池）,麒麟710,,,2个,,,6.15英寸,2312x1080,其他,,后置三摄,,Type-C,['1199.00'],2600+
100010845910,5000mAh（typ）*,2019年,10月,,Redmi 8,190,骁龙439（SDM439）,,,2个,,,6.22英寸,1520*720 HD+,其他,,后置双摄,,Type-C,['749.00'],2600+
54069096393,,,,,,,,,,,,,,,,,,,,['89.00'],2500+
100005427837,,,,,,,,,,,,,,,,,,,,['15999.00'],2600+
11392040004,3000mAh（典型值）,2017年,以官网信息为准,华为（HUAWEI）,,147g,其他,,,2个,32GB,3GB,5.2英寸,596120,其他,,,,Micro USB,['699.00'],2500+
34183192742,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,华为（HUAWEI）,荣耀8c,167.2,,,,2个,,,,,IPS,,,,Micro USB,['945.00'],2500+
57150995668,以官网信息为准,2019年,9月,,iPhone 11 Pro,以官网信息为准,,,,其他,,,,,其他,,,,其它接口,['8109.00'],2600+
45185781314,,,,,,,,,,,,,,,,,,,,['998.00'],2500+
57283672107,5000,2019年,9月,vivo,U3x,190.5,,,,2个,,,,,LCD,,,,Micro USB,['999.00'],2600+
28421633757,3020,2018年,5月,华为（HUAWEI）,荣耀畅玩7,约142g(含电池),其他,,,2个,,,5.45英寸,1440*720,其他,,后置单摄,,Micro USB,['416.00'],2500+
32399563824,2000,2019年,2月,欧奇（OUKI）,w2017,150,,,,2个,,,,,TFT,,,,Micro USB,['999.00'],2500+
34557703533,5000mAh（典型值）,2018年,10月,华为（HUAWEI）,畅享max,约210克（含电池）,骁龙660（MSM8976Plus）,,,2个,,,其他英寸,FHD+ 1080x2244 像素,TFT,,后置双摄,,Micro USB,['1149.00'],2500+
30961955351,,,,,,,,,,,,,,,,,,,,['2899.00'],2500+
47108621797,1580,2017年,11月,,7S,65,,,,2个,,,,,TFT,,,,Micro USB,['558.00'],2500+
